Date,AAPL,MSFT,YHOO,NFLX,BMW,F,FB,GOOG,GM,GE,LULU,C,JPM
27/03/2014,76.78,39.36,35.59,52.026,91.05,15.25,60.97,556.931,34.51,25.81,51.2,47.45,59.92
28/03/2014,76.6943,40.3,35.9,51.267,92.02,15.45,60.01,558.456,34.73,25.88,51.89,47.25,60.04
29/03/2014,76.6943,40.3,35.9,51.267,92.02,15.45,60.01,558.456,34.73,25.88,51.89,47.25,60.04
30/03/2014,76.6943,40.3,35.9,51.267,92.02,15.45,60.01,558.456,34.73,25.88,51.89,47.25,60.04
31/03/2014,76.6771,40.99,35.9,50.29,91.49,15.6,60.24,555.445,34.42,25.89,52.59,47.6,60.71
01/04/2014,77.3786,41.42,36.49,52.099,92.25,16.32,62.62,565.607,34.34,25.87,52.98,47.8,60.67
02/04/2014,77.5071,41.35,36.64,51.84,92.74,16.46,62.72,565.447,34.88,26.04,54.41,48.24,60.48
03/04/2014,76.97,41.01,35.76,50.67,92.87,16.39,59.49,568.18,35.44,26.23,54.14,47.68,60.66
04/04/2014,75.9743,39.87,34.26,48.187,93.15,16.13,56.749,541.653,34.81,26.02,54.18,47.11,59.81
05/04/2014,75.9743,39.87,34.26,48.187,93.15,16.13,56.749,541.653,34.81,26.02,54.18,47.11,59.81
06/04/2014,75.9743,39.87,34.26,48.187,93.15,16.13,56.749,541.653,34.81,26.02,54.18,47.11,59.81
07/04/2014,74.7814,39.82,33.07,48.286,91.37,15.94,56.95,536.676,34.11,25.85,52.62,46.55,59
08/04/2014,74.7771,39.82,33.83,49.841,91.2,16.1,58.19,553.38,34.53,25.75,53.16,46.6,58.85
09/04/2014,75.76,40.47,34.87,50.433,91.49,15.84,62.41,562.595,33.62,25.95,54.56,47.16,59.27
10/04/2014,74.7829,39.36,33.4,47.819,89.48,15.63,59.16,539.469,33.3,25.58,52.57,46.23,57.4
11/04/2014,74.23,39.19,32.8684,46.673,89.69,15.63,58.53,529.147,31.93,25.43,52.08,45.68,55.3
12/04/2014,74.23,39.19,32.8684,46.673,89.69,15.63,58.53,529.147,31.93,25.43,52.08,45.68,55.3
13/04/2014,74.23,39.19,32.8684,46.673,89.69,15.63,58.53,529.147,31.93,25.43,52.08,45.68,55.3
14/04/2014,74.5257,39.18,33.445,47.369,90.08,15.7,58.89,531.062,32.55,25.71,52.39,47.67,54.96
15/04/2014,73.9943,39.75,34.21,46.61,88.42,15.84,59.09,534.971,33.36,25.82,52.51,48.31,54.8
16/04/2014,74.1443,40.4,36.35,47.344,90.39,16.07,59.72,555.016,33.97,26.12,52.71,48.18,55.26
17/04/2014,74.9914,40.01,36.38,49.391,92.52,16,58.94,534.632,33.98,26.56,51.71,48.22,55.22
18/04/2014,74.9914,40.01,36.38,49.391,92.52,16,58.94,534.632,33.98,26.56,51.71,48.22,55.22
19/04/2014,74.9914,40.01,36.38,49.391,92.52,16,58.94,534.632,33.98,26.56,51.71,48.22,55.22
20/04/2014,74.9914,40.01,36.38,49.391,92.52,16,58.94,534.632,33.98,26.56,51.71,48.22,55.22
21/04/2014,75.8814,39.94,36.4,49.784,92.52,15.98,61.24,527.172,33.98,26.59,49.07,47.84,55.03
22/04/2014,75.957,39.99,36.14,53.271,93.95,16.1,63.03,533.345,34.23,26.58,48.27,48.02,55.81
23/04/2014,74.9643,39.69,35.44,50.5,92.7,16.23,61.36,525.497,34.39,26.42,47.51,48.4,56.05
24/04/2014,81.11,39.86,35.24,49.153,91.06,16.32,60.87,523.722,34.17,26.46,47.1,48.33,56.19
25/04/2014,81.7057,39.91,34.48,46.011,89.48,15.78,57.71,514.766,33.72,26.6,45.5,47.75,55.7
26/04/2014,81.7057,39.91,34.48,46.011,89.48,15.78,57.71,514.766,33.72,26.6,45.5,47.75,55.7
27/04/2014,81.7057,39.91,34.48,46.011,89.48,15.78,57.71,514.766,33.72,26.6,45.5,47.75,55.7
28/04/2014,84.87,40.87,33.99,44.887,89.96,15.97,56.14,515.734,33.76,26.78,45.23,47.3,55.49
29/04/2014,84.6186,40.51,35.83,45.696,90.4,16.12,58.15,526.255,33.99,26.76,45.58,48.16,56.1
30/04/2014,84.2986,40.4,35.95,46.006,90.31,16.15,59.78,525.218,34.48,26.89,45.93,47.91,55.98
01/05/2014,84.4971,40,36.51,48.074,90.31,15.91,61.15,529.895,34.9,26.77,44.99,47.76,55.72
02/05/2014,84.6543,39.69,36.87,48.664,89.1,15.9,60.46,526.484,34.97,26.68,45.45,47.73,55.58
03/05/2014,84.6543,39.69,36.87,48.664,89.1,15.9,60.46,526.484,34.97,26.68,45.45,47.73,55.58
04/05/2014,84.6543,39.69,36.87,48.664,89.1,15.9,60.46,526.484,34.97,26.68,45.45,47.73,55.58
05/05/2014,85.8514,39.43,36.91,49.197,88.87,15.74,61.22,526.365,34.75,26.58,45.57,47.18,54.22
06/05/2014,84.9157,39.06,36.49,46.599,88.09,15.56,58.53,513.729,34.75,26.19,44.6,46.36,53.34
07/05/2014,84.6186,39.4,34.07,45.791,88.63,15.46,57.39,508.563,35.07,26.53,43.7,46.7,54.05
08/05/2014,83.9986,39.64,33.92,45.951,88.11,15.81,56.76,509.601,34.85,26.44,43.21,47.14,54.36
09/05/2014,83.6489,39.54,33.76,46.936,88.46,15.77,57.24,517.309,34.23,26.42,43.77,46.99,54.01
10/05/2014,83.6489,39.54,33.76,46.936,88.46,15.77,57.24,517.309,34.23,26.42,43.77,46.99,54.01
11/05/2014,83.6489,39.54,33.76,46.936,88.46,15.77,57.24,517.309,34.23,26.42,43.77,46.99,54.01
12/05/2014,84.69,39.97,34.45,49.35,89.01,15.84,59.83,528.469,34.82,26.85,44.77,47.27,54.65
13/05/2014,84.8229,40.42,34.4,49.591,89.52,15.86,59.83,531.63,35.15,26.92,45.38,47.42,54.62
14/05/2014,84.8386,40.24,34.17,50.269,89.41,15.75,59.23,525.208,34.94,26.76,45.2,47.12,54.36
15/05/2014,84.1171,39.6,33.8,49.17,88.54,15.69,57.919,518.556,34.36,26.6,44.67,46.52,53.51
16/05/2014,85.3586,39.83,33.41,49.983,86.44,15.76,58.02,519.204,34,26.67,45.15,46.44,53.31
17/05/2014,85.3586,39.83,33.41,49.983,86.44,15.76,58.02,519.204,34,26.67,45.15,46.44,53.31
18/05/2014,85.3586,39.83,33.41,49.983,86.44,15.76,58.02,519.204,34,26.67,45.15,46.44,53.31
19/05/2014,86.37,39.75,33.89,52.071,88.11,15.92,59.21,527.412,34.25,26.61,45.67,46.77,53.83
20/05/2014,86.3871,39.68,33.87,53.096,87.96,15.77,58.56,528.319,33.07,26.3,44.45,46.55,53.72
21/05/2014,86.6157,40.35,34.36,55.8,88.56,15.91,60.49,537.464,33.46,26.49,44.79,46.85,54.12
22/05/2014,86.7529,40.1,34.7,55.971,89.4,15.91,60.52,543.567,33.42,26.51,45.15,47.14,54.55
23/05/2014,87.7329,40.12,35.02,57.479,89.7,16.02,61.351,551.186,33.63,26.51,45.3,47.29,54.53
24/05/2014,87.7329,40.12,35.02,57.479,89.7,16.02,61.351,551.186,33.63,26.51,45.3,47.29,54.53
25/05/2014,87.7329,40.12,35.02,57.479,89.7,16.02,61.351,551.186,33.63,26.51,45.3,47.29,54.53
26/05/2014,87.7329,40.12,35.02,57.479,91.18,16.02,61.351,551.186,33.63,26.51,45.3,47.29,54.53
27/05/2014,89.3757,40.19,35.12,56.973,91.57,16.16,63.48,564.4,33.94,26.57,44.86,47.57,55.14
28/05/2014,89.1443,40.01,34.78,57.32,91.04,16.31,63.51,560.142,34.59,26.66,44.69,47.32,55.45
29/05/2014,90.7686,40.34,34.9,59.314,91.96,16.54,63.83,558.546,34.45,26.74,44.43,47.28,55.72
30/05/2014,90.4286,40.94,34.65,59.69,92.1,16.44,63.3,558.357,34.58,26.79,44.63,47.57,55.57
31/05/2014,90.4286,40.94,34.65,59.69,92.1,16.44,63.3,558.357,34.58,26.79,44.63,47.57,55.57
01/06/2014,90.4286,40.94,34.65,59.69,92.1,16.44,63.3,558.357,34.58,26.79,44.63,47.57,55.57
02/06/2014,89.8071,40.79,34.87,60.294,91.35,16.44,63.08,552.413,34.86,26.83,43.49,47.76,55.35
03/06/2014,91.0771,40.29,34.65,59.653,91.93,16.55,62.87,543.448,35.26,26.79,43.27,48.19,55.6
04/06/2014,92.1171,40.32,34.73,60.459,91.31,16.79,63.34,543.168,36.52,26.55,42.98,47.88,55.68
05/06/2014,92.4786,41.21,34.94,61.193,92.56,16.68,63.186,552.383,36.27,26.77,42.87,48.63,56.63
06/06/2014,92.2243,41.48,35.92,61.447,92.85,17.08,62.5,554.807,36.55,27.18,44.42,48.93,56.97
07/06/2014,92.2243,41.48,35.92,61.447,92.85,17.08,62.5,554.807,36.55,27.18,44.42,48.93,56.97
08/06/2014,92.2243,41.48,35.92,61.447,92.85,17.08,62.5,554.807,36.55,27.18,44.42,48.93,56.97
09/06/2014,93.7,41.27,36.04,60.441,92.46,17,62.88,560.581,36.5,27.44,44.99,49.58,57.42
10/06/2014,94.25,41.11,36.31,61.184,91.89,17.01,65.77,559.015,36.4,27.41,45.48,49.33,57.9
11/06/2014,93.86,40.86,36.63,61.429,91.81,16.9,65.781,557.31,36.12,27.15,44.3,48.81,57.27
12/06/2014,92.29,40.58,36.78,60.35,91.11,16.52,64.29,549.84,35.52,26.96,37.25,48.27,57.04
13/06/2014,91.28,41.23,36.94,61.101,90.59,16.56,64.5,550.249,35.63,27.04,37.61,47.59,57.04
14/06/2014,91.28,41.23,36.94,61.101,90.59,16.56,64.5,550.249,35.63,27.04,37.61,47.59,57.04
15/06/2014,91.28,41.23,36.94,61.101,90.59,16.56,64.5,550.249,35.63,27.04,37.61,47.59,57.04
16/06/2014,92.2,41.5,34.81,61.466,91,16.63,64.19,542.79,36.06,26.82,38.25,47.64,56.87
17/06/2014,92.08,41.68,34.43,63.379,90.78,16.79,64.4,541.523,36.36,26.87,38.71,47.79,57.42
18/06/2014,92.18,41.65,34.94,64.097,91.94,16.83,65.6,551.855,36.3,26.89,39.88,47.93,57.78
19/06/2014,91.86,41.51,34.68,63.056,92.7,16.78,64.342,553.38,36.37,26.93,40.27,47.56,57.3
20/06/2014,90.91,41.67,34.05,62.883,92.48,16.67,64.5,554.836,36.22,26.97,40.23,47.34,57.55
21/06/2014,90.91,41.67,34.05,62.883,92.48,16.67,64.5,554.836,36.22,26.97,40.23,47.34,57.55
22/06/2014,90.91,41.67,34.05,62.883,92.48,16.67,64.5,554.836,36.22,26.97,40.23,47.34,57.55
23/06/2014,90.83,41.99,33.64,62.789,92.82,16.88,65.37,563.403,36.67,26.68,41.25,48.06,58.19
24/06/2014,90.28,41.74,33.477,62.337,93.64,16.97,65.72,563.074,36.58,26.58,41.11,47.81,57.42
25/06/2014,90.36,42.03,33.25,63.459,93.24,17.2,67.44,577.065,37.09,26.42,41.12,47.82,57.53
26/06/2014,90.9,41.72,33.66,62.801,92.72,17.2,67.13,574.423,36.9,26.29,40.49,47.23,57.39
27/06/2014,91.98,42.25,34.25,63.154,92.47,17.28,67.6,575.659,36.62,26.43,40.42,47.14,57.53
28/06/2014,91.98,42.25,34.25,63.154,92.47,17.28,67.6,575.659,36.62,26.43,40.42,47.14,57.53
29/06/2014,91.98,42.25,34.25,63.154,92.47,17.28,67.6,575.659,36.62,26.43,40.42,47.14,57.53
30/06/2014,92.93,41.7,35.13,62.943,92.49,17.24,67.29,573.705,36.3,26.28,40.48,47.1,57.62
01/07/2014,93.52,41.87,35.35,67.586,93.36,17.21,68.06,581.074,37.59,26.4,40.27,47.46,57.57
02/07/2014,93.48,41.9,35.88,66.677,93.78,17.22,66.45,580.74,37.74,26.61,41.4,48.01,56.97
03/07/2014,94.03,41.8,36.14,67.479,95.25,17.32,66.29,583.129,37.74,26.86,42.6,48.24,57.05
04/07/2014,94.03,41.8,36.14,67.479,95.19,17.32,66.29,583.129,37.74,26.86,42.6,48.24,57.05
05/07/2014,94.03,41.8,36.14,67.479,95.19,17.32,66.29,583.129,37.74,26.86,42.6,48.24,57.05
06/07/2014,94.03,41.8,36.14,67.479,95.19,17.32,66.29,583.129,37.74,26.86,42.6,48.24,57.05
07/07/2014,95.968,42.01,35.52,65.803,93.99,17.32,65.29,580.656,37.44,26.75,40.82,47.98,56.67
08/07/2014,95.35,41.78,34.53,63.579,92.85,17.11,62.76,569.526,37.58,26.37,40.75,47.42,55.76
09/07/2014,95.39,41.67,34.85,63.286,92.94,17.43,64.97,574.502,37.97,26.32,40.29,47.38,56.02
10/07/2014,95.035,41.685,34.93,62.65,91.63,17.3,64.873,569.536,37.75,26.2,39.98,46.9,55.56
11/07/2014,95.22,42.09,35.43,62.851,92.11,17.47,66.34,577.594,37.95,26.55,40.17,47,55.8
12/07/2014,95.22,42.09,35.43,62.851,92.11,17.47,66.34,577.594,37.95,26.55,40.17,47,55.8
13/07/2014,95.22,42.09,35.43,62.851,92.11,17.47,66.34,577.594,37.95,26.55,40.17,47,55.8
14/07/2014,96.45,42.14,35.7,64.654,92.69,17.55,67.9,583.268,37.7,26.66,38.87,48.42,56.29
15/07/2014,95.32,42.45,35.61,64.156,92.57,17.54,67.165,583.179,37.58,26.61,38.66,49.29,58.27
16/07/2014,94.78,44.08,33.79,63.491,95.1,17.8,67.66,581.064,37.48,27.02,38.11,49.82,58.71
17/07/2014,93.0899,44.53,33.21,62.766,93.73,17.74,66.41,572.159,37.1,26.61,37.98,49.18,57.86
18/07/2014,94.43,44.71,33.33,63.453,93.84,17.72,68.42,593.45,37.41,26.46,38.15,49.56,58.23
19/07/2014,94.43,44.71,33.33,63.453,93.84,17.72,68.42,593.45,37.41,26.46,38.15,49.56,58.23
20/07/2014,94.43,44.71,33.33,63.453,93.84,17.72,68.42,593.45,37.41,26.46,38.15,49.56,58.23
21/07/2014,93.939,44.835,33.28,64.564,92.66,17.7,69.4,587.856,37.43,25.98,37.51,49.35,58.24
22/07/2014,94.72,44.83,33.6,61.584,93.9,17.82,69.27,593.111,37.76,26.02,37.53,49.6,58.67
23/07/2014,97.19,44.87,34.71,61.129,94.39,17.78,71.29,594.348,37.41,25.91,37.56,50.18,59
24/07/2014,97.03,44.4,36.17,60.769,95.32,17.84,74.98,591.725,35.74,25.94,39.51,50.09,59.17
25/07/2014,97.671,44.5,36.12,60.266,94.33,17.62,75.19,587.407,35.07,25.79,39.03,50.03,59.01
26/07/2014,97.671,44.5,36.12,60.266,94.33,17.62,75.19,587.407,35.07,25.79,39.03,50.03,59.01
27/07/2014,97.671,44.5,36.12,60.266,94.33,17.62,75.19,587.407,35.07,25.79,39.03,50.03,59.01
28/07/2014,99.02,43.97,35.9,60.666,92.6,17.64,74.92,588.983,34.9,25.59,39.45,49.7,59.19
29/07/2014,98.38,43.885,35.68,60.611,91.25,17.57,73.71,584.006,34.45,25.45,39.17,49.42,58.64
30/07/2014,98.15,43.58,36.6,62.051,91.12,17.46,74.677,585.811,34.31,25.64,39.45,50,58.91
31/07/2014,95.6,43.16,35.81,60.389,88.74,17.02,72.65,570.035,33.82,25.15,38.465,48.91,57.67
01/08/2014,96.13,42.86,35.62,60.771,87.35,16.81,72.36,564.52,33.44,25.35,38.3,48.1,56.48
02/08/2014,96.13,42.86,35.62,60.771,87.35,16.81,72.36,564.52,33.44,25.35,38.3,48.1,56.48
03/08/2014,96.13,42.86,35.62,60.771,87.35,16.81,72.36,564.52,33.44,25.35,38.3,48.1,56.48
04/08/2014,95.59,43.37,36.535,60.386,89.5,17.02,73.51,571.58,33.61,25.27,38.5,48.34,56.65
05/08/2014,95.12,43.08,35.7,60.407,87.85,16.87,72.69,563.523,33.36,25.02,38.7,47.89,56.06
06/08/2014,94.96,42.77,35.79,61.471,87.83,16.98,72.47,564.823,33.4,25.44,39.97,48.14,56.23
07/08/2014,94.48,43.23,35.66,64.239,85.99,16.82,73.17,561.817,33.11,25.5,39.03,48.06,55.91
08/08/2014,94.74,43.2,35.91,63.693,87.15,17.09,73.06,567.212,33.53,25.66,40.11,48.45,56.34
09/08/2014,94.74,43.2,35.91,63.693,87.15,17.09,73.06,567.212,33.53,25.66,40.11,48.45,56.34
10/08/2014,94.74,43.2,35.91,63.693,87.15,17.09,73.06,567.212,33.53,25.66,40.11,48.45,56.34
11/08/2014,95.99,43.2,35.79,64.506,88.7,17.17,73.44,566.325,33.8,25.79,40.38,48.39,56.32
12/08/2014,95.97,43.52,35.52,63.773,87.39,17.21,72.83,561.189,33.7,25.61,39.29,48.44,56.35
13/08/2014,97.24,44.08,36.19,64.504,87.87,17.42,73.77,573.206,33.95,25.83,38.77,48.75,56.72
14/08/2014,97.5,44.27,36.36,64.41,88.35,17.43,74.296,573.076,33.95,25.88,38.75,49.13,56.98
15/08/2014,97.98,44.79,36.47,65.584,87,17.31,73.63,571.91,33.84,25.64,38.37,48.72,56.75
16/08/2014,97.98,44.79,36.47,65.584,87,17.31,73.63,571.91,33.84,25.64,38.37,48.72,56.75
17/08/2014,97.98,44.79,36.47,65.584,87,17.31,73.63,571.91,33.84,25.64,38.37,48.72,56.75
18/08/2014,99.16,45.11,37.38,66.571,88.14,17.43,74.59,580.566,34.4,26.07,38.79,49.51,57.23
19/08/2014,100.53,45.33,37.83,66.879,89.26,17.36,75.29,585.253,34.57,26.05,39.99,49.7,57.56
20/08/2014,100.57,44.95,37.5,67.456,88.77,17.41,74.81,582.889,34.53,26.36,40,49.8,57.64
21/08/2014,100.58,45.22,37.64,67.436,89.74,17.4,74.57,581.772,34.6,26.43,39.8,51.07,58.5
22/08/2014,101.32,45.16,38.01,68.456,89.08,17.17,74.57,580.965,34.24,26.15,40.45,50.93,58.49
23/08/2014,101.32,45.16,38.01,68.456,89.08,17.17,74.57,580.965,34.24,26.15,40.45,50.93,58.49
24/08/2014,101.32,45.16,38.01,68.456,89.08,17.17,74.57,580.965,34.24,26.15,40.45,50.93,58.49
25/08/2014,101.54,45.17,37.71,68.704,91.05,17.23,75.02,578.611,34.67,26.2,40.83,51.63,59.34
26/08/2014,100.889,45.005,37.79,68.48,90.9,17.19,75.96,576.278,34.85,26.01,41.67,52.13,59.74
27/08/2014,102.13,44.87,38.18,67.814,90.17,17.36,74.63,569.436,34.71,26.13,41.49,51.86,59.59
28/08/2014,102.25,44.88,38.31,67.887,89.21,17.42,73.855,567.641,34.68,26.01,40.59,51.39,59.16
29/08/2014,102.5,45.43,38.51,68.234,88.69,17.41,74.82,570.035,34.8,25.98,39.93,51.65,59.45
30/08/2014,102.5,45.43,38.51,68.234,88.69,17.41,74.82,570.035,34.8,25.98,39.93,51.65,59.45
31/08/2014,102.5,45.43,38.51,68.234,88.69,17.41,74.82,570.035,34.8,25.98,39.93,51.65,59.45
01/09/2014,102.5,45.43,38.51,68.234,87.98,17.41,74.82,570.035,34.8,25.98,39.93,51.65,59.45
02/09/2014,103.3,45.09,39.27,68.086,87.71,17.6,76.68,575.749,34.8,25.85,40.11,51.96,59.67
03/09/2014,98.94,44.96,38.87,68.199,89.78,17.47,75.83,576.357,34.47,25.95,39.13,52.23,59.7
04/09/2014,98.12,45.26,39.19,67.524,91.03,17.27,75.95,580.386,34.63,25.96,39.04,52.47,59.71
05/09/2014,98.97,45.91,39.59,67.954,92.06,17.14,77.26,584.475,34.58,26.1,39.14,52.3,59.91
06/09/2014,98.97,45.91,39.59,67.954,92.06,17.14,77.26,584.475,34.58,26.1,39.14,52.3,59.91
07/09/2014,98.97,45.91,39.59,67.954,92.06,17.14,77.26,584.475,34.58,26.1,39.14,52.3,59.91
08/09/2014,98.36,46.47,41.81,68.476,91.61,16.8,77.89,588.105,33.24,26.08,39.07,52.05,59.89
09/09/2014,97.99,46.76,40.78,68.43,90.69,16.63,76.67,579.419,33.07,25.9,38.68,51.26,59.06
10/09/2014,101,46.84,41.14,69.199,90.59,16.63,77.43,581.503,33.29,25.95,38.39,51.83,59.22
11/09/2014,101.43,47,41.26,68.794,89.79,16.66,77.92,579.758,33.61,26.02,43.73,52.23,59.76
12/09/2014,101.66,46.695,42.88,68.079,89.13,16.59,77.48,574.044,33.27,25.87,45.19,52.38,60.03
13/09/2014,101.66,46.695,42.88,68.079,89.13,16.59,77.48,574.044,33.27,25.87,45.19,52.38,60.03
14/09/2014,101.66,46.695,42.88,68.079,89.13,16.59,77.48,574.044,33.27,25.87,45.19,52.38,60.03
15/09/2014,101.63,46.24,42.55,65.393,89.47,16.47,74.58,571.531,33.63,25.92,44.2,52.31,59.94
16/09/2014,100.86,46.76,42.71,65.273,89.86,16.52,76.08,578.362,33.71,26.21,43.44,52.36,59.99
17/09/2014,101.58,46.52,42.59,64.933,89.76,16.53,76.43,583.169,33.85,26.27,44.01,52.39,60.31
18/09/2014,101.79,46.68,42.085,65.573,90.29,16.58,77,587.656,34.03,26.21,44.3,53.66,61.32
19/09/2014,100.96,47.52,40.93,65.36,88.98,16.65,77.91,594.448,33.94,26.29,43.24,53.48,61.11
20/09/2014,100.96,47.52,40.93,65.36,88.98,16.65,77.91,594.448,33.94,26.29,43.24,53.48,61.11
21/09/2014,100.96,47.52,40.93,65.36,88.98,16.65,77.91,594.448,33.94,26.29,43.24,53.48,61.11
22/09/2014,101.06,47.06,38.65,63.254,86.64,16.36,76.8,585.761,33.44,26.08,41.73,53.04,60.91
23/09/2014,102.64,46.56,39.05,63.414,85.08,16.17,78.29,579.539,33.22,26.02,41.96,52.84,60.94
24/09/2014,101.75,47.08,39.88,64.366,86.86,16.41,78.535,586.38,33.65,25.93,42.66,53.26,61.63
25/09/2014,97.87,46.04,38.95,63.356,85.03,16.2,77.22,573.485,32.87,25.55,42.23,51.96,60.15
26/09/2014,100.75,46.41,40.66,64.107,85.87,16.33,78.79,575.52,33.17,25.63,42.99,52.49,60.56
27/09/2014,100.75,46.41,40.66,64.107,85.87,16.33,78.79,575.52,33.17,25.63,42.99,52.49,60.56
28/09/2014,100.75,46.41,40.66,64.107,85.87,16.33,78.79,575.52,33.17,25.63,42.99,52.49,60.56
29/09/2014,100.11,46.44,40.52,64.223,84.8,15.11,79,574.782,32.22,25.42,42.27,52.05,60.33
30/09/2014,100.75,46.36,40.75,64.454,86.1,14.79,79.04,575.779,31.94,25.62,42.01,51.82,60.24
01/10/2014,99.18,45.9,40.32,62.686,84.671,14.59,76.55,566.714,32.49,25.16,41.46,51.1,59.77
02/10/2014,99.9,45.76,40.5,64.283,84.059,14.56,77.08,568.519,33.18,25.12,42.36,51.25,58.84
03/10/2014,99.62,46.09,41.03,65.649,84.7,14.59,77.44,573.705,33.76,25.4,42.07,52.32,60.3
04/10/2014,99.62,46.09,41.03,65.649,84.7,14.59,77.44,573.705,33.76,25.4,42.07,52.32,60.3
05/10/2014,99.62,46.09,41.03,65.649,84.7,14.59,77.44,573.705,33.76,25.4,42.07,52.32,60.3
06/10/2014,99.62,46.09,41.52,66.211,81.756,14.52,77.555,575.769,33.75,25.22,41.33,52.28,60.18
07/10/2014,98.75,45.53,40.93,65.179,81.52,14.1,76.29,562.196,31.77,24.81,41,51.27,59.27
08/10/2014,100.8,46.78,41.08,66.694,82.52,14.21,77.52,570.932,32.18,25.25,42.23,52.54,60.4
09/10/2014,101.02,45.85,41.1,65.946,81.67,13.84,75.91,559.344,31.03,24.78,41.07,51.14,59.08
10/10/2014,100.73,44.03,39.6,64.583,79.612,13.79,72.91,542.999,30.29,24.27,40.35,50.11,58.52
11/10/2014,100.73,44.03,39.6,64.583,79.612,13.79,72.91,542.999,30.29,24.27,40.35,50.11,58.52
12/10/2014,100.73,44.03,39.6,64.583,79.612,13.79,72.91,542.999,30.29,24.27,40.35,50.11,58.52
13/10/2014,99.81,43.65,38.38,62.654,78.74,13.54,72.99,531.75,29.79,23.95,39.08,49.9,58.16
14/10/2014,98.75,43.73,37.97,64.16,79.26,13.78,73.59,536.467,30.11,24.1,39.44,51.47,57.99
15/10/2014,97.54,43.22,37.82,64.084,77.503,13.62,73.21,528.579,29.69,24.28,39.6,49.68,55.53
16/10/2014,96.26,42.74,38.115,51.671,77.858,13.98,72.63,523.074,29.94,24.25,40,49.75,55.08
17/10/2014,97.67,43.63,38.45,51.013,80,14.02,75.95,509.77,30.24,24.82,38.84,50.07,56.2
18/10/2014,97.67,43.63,38.45,51.013,80,14.02,75.95,509.77,30.24,24.82,38.84,50.07,56.2
19/10/2014,97.67,43.63,38.45,51.013,80,14.02,75.95,509.77,30.24,24.82,38.84,50.07,56.2
20/10/2014,99.76,44.08,39.28,51.317,78.54,14.17,76.95,519.414,30.34,25.03,40.49,50.53,56.63
21/10/2014,102.47,44.88,40.18,52.284,81.303,14.26,78.69,525.098,30.84,25.45,41.2,51.27,57.93
22/10/2014,102.99,44.38,42,53.521,81.573,14.13,78.37,531.251,31.31,25.19,40.85,50.7,57.45
23/10/2014,104.83,45.02,42.6,54.72,82.97,14.4,80.04,542.49,30.93,25.44,41.41,51.41,58.06
24/10/2014,105.22,46.13,43.5,55.003,82.33,13.78,80.67,538.302,30.04,25.64,41.4,51.8,58.74
25/10/2014,105.22,46.13,43.5,55.003,82.33,13.78,80.67,538.302,30.04,25.64,41.4,51.8,58.74
26/10/2014,105.22,46.13,43.5,55.003,82.33,13.78,80.67,538.302,30.04,25.64,41.4,51.8,58.74
27/10/2014,105.11,45.91,44.7,54.2,81.431,13.82,80.28,539.289,30.08,25.52,41.51,51.59,58.64
28/10/2014,106.74,46.49,45.87,55.174,82.916,14.16,80.77,547.397,31.17,25.88,41.73,52.44,59.63
29/10/2014,107.34,46.62,45.43,54.014,82.601,13.91,75.86,547.826,30.72,25.66,41.18,52.65,59.29
30/10/2014,106.98,46.05,45.63,54.144,83.21,13.95,74.11,548.803,30.78,25.67,41.68,53.15,59.39
31/10/2014,108,46.95,46.05,56.11,85.35,14.09,74.99,557.549,31.4,25.81,41.65,53.53,60.48
01/11/2014,108,46.95,46.05,56.11,85.35,14.09,74.99,557.549,31.4,25.81,41.65,53.53,60.48
02/11/2014,108,46.95,46.05,56.11,85.35,14.09,74.99,557.549,31.4,25.81,41.65,53.53,60.48
03/11/2014,109.4,47.44,46.34,55.487,85.5,13.99,73.88,553.7,31.18,25.7,41.93,53.47,60.88
04/11/2014,108.6,47.57,47.08,54.683,83.36,13.95,75.76,552.593,30.82,25.7,41.52,53.19,60.25
05/11/2014,108.86,47.86,47.46,54.34,83.825,13.94,74.83,544.425,30.73,25.82,41.29,54.02,61.15
06/11/2014,108.7,48.7,47.93,54.757,84.78,14.19,75.26,540.556,31.37,26.36,42.78,53.99,61.23
07/11/2014,109.01,48.68,48.55,54.88,83.2,14.17,75.6,539.528,31.59,26.41,43.76,53.75,61.47
08/11/2014,109.01,48.68,48.55,54.88,83.2,14.17,75.6,539.528,31.59,26.41,43.76,53.75,61.47
09/11/2014,109.01,48.68,48.55,54.88,83.2,14.17,75.6,539.528,31.59,26.41,43.76,53.75,61.47
10/11/2014,108.83,48.89,49.41,55.324,83.67,14,75,545.991,31.12,26.47,43.3,53.89,61.93
11/11/2014,109.7,48.87,49.05,54.65,84.215,14.37,74.61,548.783,31.35,26.38,43.18,53.81,61.37
12/11/2014,111.25,48.78,50.6,54.837,82.86,14.58,74.72,545.811,31.42,26.52,45.66,53.42,60.56
13/11/2014,112.82,49.61,50.5,54.201,82.79,14.93,74.25,543.886,31.65,26.42,45.19,53.44,60.23
14/11/2014,114.18,49.58,51.75,55.149,82.866,15.14,74.88,542.909,31.79,26.46,44.99,53.38,60.28
15/11/2014,114.18,49.58,51.75,55.149,82.866,15.14,74.88,542.909,31.79,26.46,44.99,53.38,60.28
16/11/2014,114.18,49.58,51.75,55.149,82.866,15.14,74.88,542.909,31.79,26.46,44.99,53.38,60.28
17/11/2014,113.99,49.46,52.37,54.449,83.49,15.54,74.24,535.041,32.31,26.61,44.42,53.57,60.38
